participant_id,age,sex,trip_id,trip_mode,trip_duration
2,53,Female,2,car,60
2,53,Female,1,car,60
1,66,Male,1,car,65
1,66,Male,2,taxi,30
1,66,Male,4,car,90
1,66,Male,5,car,40
1,66,Male,3,car,65
3,23,Male,2,bus,10
3,23,Male,1,bus,90
2,37,Female,1,pedestrian,1
2,37,Female,2,pedestrian,1
3,20,Female,1,bus,50
3,20,Female,2,bus,60
1,68,Female,1,bus,120
1,68,Female,2,bus,125
1,41,Male,2,pedestrian,15
1,41,Male,1,pedestrian,15
2,78,Male,2,pedestrian,2
2,78,Male,1,pedestrian,15
2,78,Male,3,bus,120
2,78,Male,4,bus,125
3,39,Male,1,bus,80
3,39,Male,2,bus,120
6,90,Female,2,pedestrian,15
6,90,Female,1,pedestrian,15
1,63,Female,NA,NA,NA
2,45,Female,NA,NA,NA
1,52,Female,2,bus,80
1,52,Female,6,pedestrian,15
1,52,Female,4,pedestrian,30
1,52,Female,3,pedestrian,20
1,52,Female,5,pedestrian,15
1,52,Female,1,bus,55
2,50,Female,NA,NA,NA
2,80,Female,2,pedestrian,15
2,80,Female,1,pedestrian,15
1,26,Female,2,taxi,5
1,26,Female,1,bus,15
3,4,Male,NA,NA,NA
2,0,Male,NA,NA,NA
